user,ndcg
45987769,0.9811233511277825
45337884,0.9759376363808604
44605628,0.981890193167004
43828497,0.9760440493563343
42444500,0.9824763251456043
37829070,0.9783082918068143
36855984,0.9865023668155418
27900917,0.9834415881893521
27612232,0.9790171478672685
10032764,0.9893969843532149
4869982,0.9849624765996721
4783264,0.9734157318816312
4584061,0.9829919486662053
4573673,0.9896980268351556
4504171,0.9866136176422369
4480774,0.9827758327636601
4459843,0.9881232129503121
4432234,0.9985559452279653
4419732,0.9837137195190588
4390089,0.9803539351638073
4328538,0.9653389230096049
4321056,0.9879275041139021
4266578,0.9807662427003357
4243064,0.9859182344772826
4210333,0.9851692551326682
4204517,0.9878996700816537
4187528,0.991472269501406
4114001,0.9789877834327192
4104534,0.9833699698392355
4058423,0.9889384482640038
4020382,0.9864286837253652
4012280,0.9855043724997989
3997105,0.9872282041960488
3924193,0.9832307667085671
3872317,0.9806938739752824
3835874,0.9822196349913588
3756896,0.9775073815875746
3718831,0.9805405771699682
3659732,0.9791987972691922
3576498,0.9803100376300171
3571728,0.9655305584589494
3565317,0.9862682018893719
3507246,0.9864720048116314
3494904,0.9781839925148071
3483674,0.9740792632330982
3441020,0.9844066830005509
3377711,0.983906185872115
3310238,0.9902192336818049
3308317,0.9758578773969103
3298656,0.9875335555888181
3275026,0.984124126894916
3265640,0.9835670934117404
3257743,0.9814311208199069
3196945,0.9883556164167326
3146327,0.9839356839007819
3110829,0.9999999999999999
3106355,0.9883419209601245
3029054,0.9852720144043663
2931632,0.9858601210872324
2923991,0.9767087886069281
2887092,0.981376560162183
2871839,0.9883536929669985
2866549,0.9832665448942389
2864932,0.9888596023533214
2851211,0.9808987739641115
2831524,0.9799826275659402
2790785,0.9766773187734682
2788465,0.9766046947550272
2737574,0.9887018944822432
2733661,0.9822596833173034
2728851,0.978050583961567
2718960,0.9798368217923659
2700495,0.9860365319203185
2683561,0.986637846803737
2672224,0.9712336151212487
2665497,0.9767663574200595
2650181,0.9832449368842792
2623840,0.9776005084154116
2621589,0.9809077638715711
2614823,0.9854824773872476
2603819,0.9852251571056401
2601165,0.9836491613703712
2586116,0.9863833715663897
2583379,0.9841453812241383
2580197,0.968440481034171
2548540,0.9879499262724646
2532481,0.9803931285829017
2532423,0.981626980377974
2531459,0.9785655701375786
2504060,0.9799932894054965
2502133,0.9869697726745954
2501452,0.9813895428289833
2489892,0.9826352758835416
2478751,0.9835885002910634
2473833,0.9830584437706028
2470009,0.9895662981401002
2467021,0.9836492032674601
2458731,0.9846184935517648
2458162,0.9877498185445429
2456521,0.9807373759095098
2447160,0.9888796838983925
2433862,0.9860567028507493
2423171,0.9844377018502741
2420609,0.9843761122083681
2402677,0.9838747876215189
2398175,0.9802319763498244
2391083,0.9828238241474887
2380813,0.979970327116964
2371597,0.9857691507910549
2367249,0.9746021028741542
2363647,0.9872259391703682
2362932,0.9839611838644408
2352275,0.9717883527139194
2348857,0.9821085993885954
2329743,0.9822083351464778
2320897,0.9880288444077698
2318815,0.997310527244946
2317706,0.982891865681869
2317472,0.9863146013594535
2312968,0.9801438131846353
2297669,0.9813293261827721
2290115,0.9874074482271185
2287590,0.9793320555865118
2286127,0.9837867795106838
2283414,0.9840981191356774
2282183,0.9766388583186658
2279590,0.9810678840593587
2272694,0.9857360458447442
2272136,0.9771666230954036
2269768,0.9856673654495508
2254558,0.9857611514299605
2244978,0.9869261369239994
2226027,0.9821485094171052
2221636,0.9814389255889849
2221312,0.9778768841043205
2211893,0.9788630739300307
2195332,0.973652627296437
2192275,0.9833963486439727
2188785,0.9945967210772817
2188175,0.9834882453248597
2187640,0.9721921860408033
2185606,0.9874909753238871
2180956,0.9796327660733525
2177125,0.983500289730827
2174195,0.9877428416675339
2166874,0.9954941736341011
2164427,0.9851692429681841
2163599,0.9846779748508142
