user,ndcg
45987769,0.9814307233806245
45337884,0.9734777713220182
44605628,0.9762916485515004
43828497,0.9763813100296971
42444500,0.9852889483251186
37829070,0.9797057421002673
36855984,0.9852845028701823
27900917,0.9805217064252755
27612232,0.976626967019221
10032764,0.9861381792883719
4869982,0.9817445187582321
4783264,0.9682473268809831
4584061,0.9838874059575681
4573673,0.9892431664762025
4504171,0.9871973737129186
4480774,0.9768211622426547
4459843,0.9840985627497122
4432234,0.9983932380861505
4419732,0.9831751354108429
4390089,0.979026143009135
4328538,0.9655630391231734
4321056,0.9871387906943256
4266578,0.9803534407310577
4243064,0.992756304172694
4210333,0.984830981965865
4204517,0.9899491494176172
4187528,0.9919536855476044
4114001,0.9727956013805327
4104534,0.9804400089825566
4058423,0.9891058057312418
4020382,0.9819075487843818
4012280,0.9835132185451335
3997105,0.9846611499130484
3924193,0.9842823750798159
3872317,0.9758771418457415
3835874,0.981158149639594
3756896,0.9781642469787322
3718831,0.9800193068808868
3659732,0.9747255874051468
3576498,0.9836490831822797
3571728,0.9658680588640972
3565317,0.9832812434802549
3507246,0.9863888523183756
3494904,0.9788770553705372
3483674,0.9734747201517276
3441020,0.9824377302059554
3377711,0.9826907773504505
3310238,0.9897549227188306
3308317,0.9697760080002776
3298656,0.9816862745185947
3275026,0.9818063227215115
3265640,0.976740576261912
3257743,0.9813106456918084
3196945,0.983700832804958
3146327,0.9849199791430882
3110829,1.0
3106355,0.9878466776954051
3029054,0.9799357515493015
2931632,0.9840595724212418
2923991,0.9718707379539173
2887092,0.9814412047940957
2871839,0.9856362395326134
2866549,0.9750381432480787
2864932,0.9869130420791229
2851211,0.9760637721756752
2831524,0.9802546691924401
2790785,0.9733528234272715
2788465,0.9756723174216027
2737574,0.9885612147231272
2733661,0.9819948640618592
2728851,0.9771992117817604
2718960,0.9733766547703545
2700495,0.9857114764071827
2683561,0.9868196788796584
2672224,0.9694233244511181
2665497,0.9752102627329108
2650181,0.9833563010518074
2623840,0.9749989937430422
2621589,0.9741084790700149
2614823,0.9860427801027832
